Code,Term,Explanation
O-470,Ghidhā’ Ḥārr,"diet of hot temperament,dietary substance, which produces heat in the body"
O-471,Ghidhā’ Bārid,"diet of cold temperament,dietary substance, which produces cold in the body"
O-472,Ghidhā’ Raṭb,"diet of wet temperament,dietary substance, which produces wetness in the body"
O-473,Ghidhā’ Yābis,"diet of dry temperament,dietary substance, which produces dryness in the body"
O-474,Ghidhā’ Nāfi‘,"beneficial diet,dietary substance producing healthy effect in the body"
O-475,Ghidhā’ Ḍārr,"harmful diet,dietary substance producing unhealthy effect in the body"
O-476,Ghidhā’ bi’l Quwwa,"diet with potential of becoming the part of organ,diet, which has potential to become the part of body organ"
O-477,Ghidhā’ bi’l Quwwa al-Ba‘īda,"diet with potential of becoming the part of organ after the action of innate heat,dietary substance, which has potential to become the part of body organ after getting affected by the innate heat of body"
O-478,Ghidhā’ bi’l Quwwa al-Qarība,"diet ready to become part of organ,dietary substance, which is ready to become part of body organ such as secondary fluid"
O-479,Ghidhā’ bi’l Fi‘l,"diet becoming part of organ,dietary substance, which departs from its specific form and becomes the part of the body organ"
O-480,Ghidhā’ Dawā’ī,"dietary drug,substance, which is primarily used as diet but produces some pharmacological actions"
O-481,Ghidhā’ Dawā’ī Dhu’l Khāṣiyat,"diet affecting through matter, quality and specific form,dietary substance, which produces a effect in the body through its  specific form, matter  and quality"
O-482,Ghidhā’ Dhu’l Khāṣiyat,"diet affecting through matter and specific form,dietary substance, which produces effect in the body through its matter and specific form"
O-483,Ghidhā’ Sarī‘ al-Inhiḍām,"easily digestible
diet,dietary substance, which spontaneously gets absorbed in the organs without leaving behind considerable amount of residue in the stomach and vessels"
O-484,Ghidhā’ ‘Asir al-Inhiḍām,"difficult to digest diet,dietary substance, which spontaneously does not get absorbed in the organs and a considerable amount of residue is left behind in the stomach and vessels"
O-485,Ghidhā’ Jayyid  al-Inhiḍām,"completely digestible diet,dietary substance, which is digested completely and does not remain immature"
O-486,Ghidhā’ Radī’  al-Inhiḍām,"partially digestible diet,dietary substance, which is not digested completely"
O-487,Ghidhā’ Sarī‘ al-Khurūj,"diet whose wastes are quickly removable,dietary substance, whose waste products get evacuated from the body quickly"
O-488,Ghidhā’ Baṭī’ al-Khurūj,"diet whose wastes are  difficult to remove,dietary substance, whose waste products are not evacuated from the body in a quick manner"
O-489,Ghidhā’ Sarī‘ al-Nuzūl,"diet remaining in stomach for short period,dietary substance, which does not stay in the stomach for a longer period of time"
O-490,Ghidhā’ Baṭī’ al-Nuzūl,"diet remaining in stomach for longer period,dietary substance, which stays in the stomach for a longer period of time"
O-491,Ghidhā’ Jayyid al- Ghidhā’,"hight quality nourishment providing diet,dietary substance, providing quality nourishment"
O-492,Ghidhā’ Radī’ al- Ghidhā’,"low quality nourishment providing diet,dietary substance, providing little nourishment"
O-493,Ghidhā’ Qalīl al- Ghidhā’,
O-494,Ghidhā’ Kathīr al- Ghidhā’,
O-495,Ghidhā’ Ṣāliḥ al-Kaymūs,"diet producing  good humours,dietary substance producing humours of good quality in the body"
O-496,Ghidhā’  Radī’ al-Kaymūs,"diet producing  bad humours,dietary substance producing humours of bad quality in the body"
O-497,Ghidhā’ Laṭīf,"thin blood producing diet,diet, which produces blood of thin consistency in the body"
O-498,Ghidhā’ Laṭīf Kathīr al-Ghidhā’ Ḥasan al-Kaymūs,
O-499,Ghidhā’ Laṭīf Kathīr al-Ghidhā’ Radī' al-Kaymūs,
O-500,Ghidhā’ Laṭīf Kathīr al-Ghidhā’ Mu‘tadil al-Kaymūs,
O-501,Ghidhā’ Laṭīf Qalīl al-Ghidhā’ Ḥasan al-Kaymūs,
O-502,Ghidhā’ Laṭīf Qalīl al-Ghidhā’ Radī’ al-Kaymūs,
O-503,Ghidhā’ Laṭīf Qalīl al-Ghidhā’ Mu‘tadil al-Kaymūs,
O-504,Ghidhā’ Laṭīf Mu‘tadil al-Ghidhā’ Ḥasan al-Kaymūs,
O-505,Ghidhā’ Laṭīf Mu‘tadil al-Ghidhā’ Radī’ al-Kaymūs,
O-506,Ghidhā’ Laṭīf Mu‘tadil al-Ghidhā’ Mu‘tadil al-Kaymūs,
O-507,Ghidhā’ Kathīf,
O-508,Ghidhā’ Kathīf Kathīr al-Ghidhā’ Ḥasan al-Kaymūs,
O-509,Ghidhā’ Kathīf Kathīr al-Ghidhā’ Radī’ al-Kaymūs,
O-510,Ghidhā’ Kathīf Kathīr al-Ghidhā’ Mu‘tadil al-Kaymūs,
O-511,Ghidhā’ Kathīf Qalīl al-Ghidhā’ Ḥasan al-Kaymūs,
O-512,Ghidhā’ Kathīf Qalīl al-Ghidhā’ Radī’ al-Kaymūs,
O-513,Ghidhā’ Kathīf Qalīl al-Ghidhā’ Mu‘tadil al-Kaymūs,
O-514,Ghidhā’ Kathīf Mu‘tadil al-Ghidhā’ Ḥasan al-Kaymūs,
O-515,Ghidhā’ Kathīf Mu‘tadil al-Ghidhā’ Radī’ al-Kaymūs,
O-516,Ghidhā’ Kathīf Mu‘tadil al-Ghidhā’ Mu‘tadil al-Kaymūs,
O-517,Ghidhā’ Mu‘tadil,
O-518,Ghidhā’ Mu‘tadil Kathīr al-Ghidhā’ Ḥasan al-Kaymūs,
O-519,Ghidhā’ Mu‘tadil Kathīr al-Ghidhā’  Radī’ al-Kaymūs,
O-520,Ghidhā’ Mu‘tadil Kathīr al-Ghidhā’ Mu‘tadil al-Kaymūs,
O-521,Ghidhā’ Mu‘tadil Qalīl al- Ghidhā’ Ḥasan al-Kaymūs,
O-522,Ghidhā’ Mu‘tadil Qalīl al- Ghidhā’ Radī’ al-Kaymūs,
O-523,Ghidhā’ Mu‘tadil Qalīl al- Ghidhā’ Mu‘tadil al-Kaymūs,
O-524,Ghidhā’ Mu‘tadil Mu‘tadil al-Ghidhā’ Ḥasan al-Kaymūs,
O-525,Ghidhā’ Mu‘tadil Mu‘tadil al- Ghidhā’ Radī’ al-Kaymūs,
O-526,Ghidhā’ Mu‘tadil Mu‘tadil al- Ghidhā’ Mu‘tadil al-Kaymūs,
O-527,Al-Aghdhiya al-Muwallida li’l Sawdā’,
O-528,Al-Aghdhiya al-Muwallida li’l Balgham,
O-529,Al-Aghdhiya al-Muwallida li’l Dam,
O-530,Al-Aghdhiya al-Mukhṣiba li’l Badan,
O-531,Al-Aghdhiya al-Muwallida li’l Riyāḥ,
O-532,Al-Aghdhiya al-Mulayyina li’l Ṭabī‘a,
O-533,Al-Aghdhiya al-Ḥābisa li’l Baṭn,
O-534,Al-Aghdhiya al-Dhāhiba li’l Nafkh,
O-535,Al-Aghdhiya al-Muwallida li’l Sudad,
O-536,Al-Mā’ al-Maṭbūkh,"boiled water,the water purified through boiling which does not cause flatulence and passes out of the body quickly"
O-537,Al-Mā’ al-Muqaṭṭar,"distilled water,the water obtained through condensation of the vapours produced after boiling"
O-538,Al-Mā’ al-‘Adhb,"soft water,the water attributed to be odourless, tasteless, free from contamination and  light in weight, it passes down from stomach quickly and can easily be rendered hot or cold"
O-539,Al-Mā’ al-Māliḥ,"saline water,water that contains natural salts in appreciable amount and induces diarrhoea, makes skin thin and dry and causes emaciation"
O-540,Ḥifẓ al-Ṣiḥḥa bi Ḥasabi’l Hawā’,"promotion and restoration of  health through air,maintenance of optimal health by ensuring the supply of good quality air and measures adopted to minimise the effect of polluted air"
O-541,Ḥifẓ al-Ṣiḥḥa bi Ḥasabi’l Awqāt al-Arba‘a,"promotion and restoration of  health according to four seasons,application of regimens and modifications in daily  routine according to six essential factors and non-essential factors, e.g., exercise, purgation, venesection, emesis, etc., adopted to maintain the optimal health and to neutralize the non suitable  effects of seasonal changes and prevent from seasonal diseases"
O-542,Ḥifẓ al-Ṣiḥḥa bi Shurb al-Mā',"promotion and maintenance of  health through water intake,preservation of health by following the guidelines related to water intake, it includes timing of water intake, quantity and quality of water, avoiding water while taking food, during physical activity, bath, coitus and venesection, and drinking of water without thirst, etc."
O-543,Ḥifẓ al-Ṣiḥḥa bi’l Ghidhā’,"promotion and maintenance of  health through diet,preservation of health by following the guidelines related to food intake, it includes timing of food intake, quantity and quality of food, daily requirement of food, sequencing  of different kind of  food, consideration of health status of organs, different habitats and physical activity, etc."
O-544,Ḥifẓ al-Ṣiḥḥa bi’l Nawm wa’l Yaqẓa,"promotion and maintenance of  health through sleep and wakefulness,preservation of health by following the guidelines related to sleep and wakefulness, it includes moderate, timely and sound sleep, proper posture during sleep and avoidance from excess sleep and wakefulness and sleep on full stomach"
O-545,Ḥifẓ al-Ṣiḥḥa bi’l Riyāḍa,"promotion and maintenance of  health through exercise,preservation of health through exercise, which revives the innate heat, increases the subtle heat, disperses and expels the accumulated harmful material from body, hardens the organs and renders them fit for their functions, improves nutrition, removes the harmful substances from lungs and strengthens the physique"
O-546,Ḥifẓ al-Ṣiḥḥa bi’l Dalk,"promotion and maintenance of  health through massage,preservation of health through massage, which tones up the body, resolves the waste products, increases the innate heat, opens skin pores and relaxes the muscles"
O-547,Ḥifẓ al-Ṣiḥḥa bi’l Ishāl,"promotion and maintenance of  health through purgation,preservation of health through purgation, which evacuates the stagnated waste products and morbid humours from the body"
O-548,Ḥifẓ al-Ṣiḥḥa bi’l Qay’,"promotion and maintenance of  health through emesis,preservation of health through emesis, which evacuates the waste products from the stomach and morbid humours from the upper part of the body"
O-549,Ḥifẓ al-Ṣiḥḥa bi’l Jimā‘,"promotion and maintenance of  health through moderate coitus,preservation of health through coitus, which produces exhilaration, increases positivity, subsides sorrow, grief and anger, increases the thinking capacity, rejuvenates innate heat of the body, resolves the waste products, and is useful for all melancholic disorders"
O-550,Ḥifẓ Ṣiḥḥa al-Ḥublā,"antenatal care,preventive healthcare of  pregnant woman and the foetus through various regimes, e.g., intake of diets which produce blood of thin consistency and  humours of good quality, intake of fruit juices, gentle exercise, good sleep, use of fragrance, balance state of mind and avoidance of diets having diuretic properties, etc."
O-551,Ḥifẓ Ṣiḥḥa al-Murḍi‘a,"preventive healthcare of lactating women,measures  of promotion of health of lactating women, e.g., dietary regimens, management of common problems associated with breastfeeding, exercise, massage, cleanliness, etc."
O-552,Tadbīr al-Raḍā‘,"guidelines for breastfeeding,guidelines, which include preference to mother's milk, breastfeeding twice or thrice a day, giving little honey to baby before breastfeeding, cradle song, etc."
O-553,Tadbīr al-Mawlūd,"neonatal care,modalities for new-borns to keep them healthy which includes proper cutting of umbilical cord, treatment of skin of baby with salted water, keeping them in airy room and proper bathing, etc."
O-554,Ḥifẓ Ṣiḥḥa al-Ṣabīy Ba‘d al-Fiṭām,"promotion and maintenance of  health of infant after weaning,regimens, which include replacement of mother's milk with dietary substances, gentle exercise, application of oil on head and neck, rubbing of gums, taking care of hygiene of baby, etc."
O-555,Ḥifẓ Ṣiḥḥa al-Ṭifl,"child care,regimens, including suitable dietary substances which produce humours of good quality, imbibing the qualities to control emotions; anger, fear, sorrow, etc., adoption of good habits, e.g., playing, massage,  light exercise, cleanliness and schooling, etc."
O-556,Ḥifẓ Ṣiḥḥa al-Shābb,"young adult care,preservation of health through regimens, which include exercise, massage, evacuation of body from waste material according to season through venesection, purgation and intake of recommended dietary regimens"
