Code,Term,Explanation
NAB1.9,Aṭainteẕuntiṭal,"Pricking pain in the eye,with watery discharge, inflammation of the eyelid with irritation and rhino It is characterised by pricking pain in the eye, lacrimation, inflammation of the eyelid with irritation and rhinorhhoea. It is explained by increased vali (nagan and koorman), Aẕal (aalosaga Aẕal) and aiyam (tharpagam). Among the seven udarthadukkal Cāra"
NAB1.10,Uṟuviẕi Puṭaittal,"Protrubence of eye with upward gazing vision, redness of eye with watery discharge It is characterised by protrubence of eye with upward gazing vision, redness of eye with watery and rheum, slurring of speech and indigestion of food. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven udarthad"
NAB1.11,Paravaippū,"Pain and irritation in the eyes, head ache, pricking pain in the forehead, redness in eye and not ab It is characterised by pain and irritation in the eyes, headache, pricking pain in the forehead, redness in eye and loss of central vision . It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). In udarthadukkal Mūḷai gets decre"
NAB1.12,Amaram,"Disease condition occuring in children with fleshy growth in the innerside of the eyelid, not able t It is characterised by blenorrhoea of the conjuctiva, chemosis of bulbar conjuctiva, blood stained discharge, dusky redness and swellng of eyelids. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven udarthaduk"
NAB1.13,Cuẕal Viẕi Erittal,"Eye irritation, itching in eye lids, water eye discharge It is characterised by eye irritation, itching in eye lids, watery discharge and insomnia. It is explained by increased vali (nagan and koorman), Aẕal (aalosaga Aẕal) and aiyam (tharpagam). Among the seven udarthadukkal Cāram and Cennīr gets affected."
NAB1.14,Mayir Puẕuveṭṭu,"Itching in the eyelid and eyeball with sensitivity and watery discharge, swelling of the eyelids wit It is characterised by distortion of celia, hence directed backwards and rub against the cornea.eye irritation, pain, conjunctival congestion, lacrimation. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven uda"
NAB1.15,Vīṅki Viẕittal,"Swelling and irritation of the eyelid, painful blinking. Fleshy growth in the lateral canthus of the It is characterised by swelling and irritation of the eyelid, painful blinking, fleshy growth in the lateral canthus of the eye resembling like the node of the bamboo with sharp pointed ends, redness, lacrimation and sometimes protrusion of eyeball. It"
NAB1.16,Nattaippaṭuvaṉ,"Papillary growth in cornea and pupil, leading to headache and pricking pain in mid of the eye brow a It is characterised by presence of fleshy vesicular growth with pus over the pupil which results in headache, pain around the eyelids and mid of the eyebrows. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among udarthadu"
NAB1.17,Kuvaḷaippaṭuvaṉ,"Inability to rotate the eyeball due to papules in the inner lower eyelid. It is characterised by inabilIty to rotate the eyeball due to papules in the inner lower eyelid. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven udarthadukkal Cāram, Cennīr and Ūṉ gets affected."
NAB1.18,Aẕaṟṟi,"Reddish painful inflammatory swelling of the lateral canthus with watery discharge. It is characterised by pain around the orbital area, reddish eyes, inflammatory swelling of the lateral canthus of the eye, watery and mucosal discharge, dyspepsia and pain in the forehead and cheeks. It is explained by increased vali (nagan and koorman)"
NAB1.19,Imaiyōṭuṟuttal,"Twitching of the upper eye lid with blurring of upward vision. It is characterised by twitching of the upper eye lid with blurring of upward vision, photophobia, lacrimation, itching in the scalp. It is explained by increased vali (nagan and koorman) , Aẕal (aalosaga Aẕal) and aiyam (tharpagam). Among the seven uda"
NAC,Aiyam,
NAC1.1,Arūpam,"Watery discharge with diminished vision during day time It is characterised by lacrimation with diminished vision during day time, mucus discharge with irritation. It is explained by increased vali (nagan and koorman), Aẕal (aalosaga Aẕal) and aiyam (tharpagam). Among the seven udarthadukkal Cāram, Cennīr, Ūṉ"
NAC1.2,Kaṇkuruṭu,"Purulent discharge, irritation of the eyes,fleshy growth over the eyes It is characterised by pain around the orbits, wart like growth, headache and pain in the occipital region. It is explained by increased vali (nagan and koorman) and Aẕal ( aalosaga Aẕal)."
NAC1.3,Parumuḷai,"Heaviness in the eyes with pain and watery discharge, swelling of the eyelids, unable to open eyes w It is characterised by heaviness of eyes with pinkish appearance and lacrimation, inflammation of eyelids, blackish or whitish nodular growth over the conjuctiva and headache. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal)"
NAC1.4,Turmāmicam,"Fleshy growth in the sclera, swelling of eyelids, discharge from eyes with intolerable pain It is characterised by fleshy growth in the sclera, swelling of eyelids, watery and mucos discharge from eyes with intolerable pain. It is explained by increased vali (nagan and koorman), Aẕal (aalosaga Aẕal) and aiyam (tharpagam). Among the seven udartha"
NAC1.5,Veḷḷeẕuttu,"Sensitivity of eyes, blurred vision and long sightedness It is characterised by sensitivity of eyes, blurred vision, tired eyes and long sightedness. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven udarthadukkal Cāram, Cennīr, Ūṉ, Koẕuppu, Eṉpu and Mūḷai gets af"
NAC1.6,Atimantāram,"Pain in the eyes with watery discharge, diminision of vision in due course,progressing to depresssi It is characterised by pain in the eyes with lacrimation, later diminished, progressing to depresssion and slow gait. It is explained by increased vali ( nagan and koorman) , Aẕal( aalosaga Aẕal) and . Among the seven udarthadukkal Cāram, Cennīr, Ūṉ, Ko"
NAC1.7,Cōti Neṟi,"Pappillary growth arises within 3 days and resolves leading to pallor of eyes, downward gazing of v It is characterised by small nodular growth in the eyes which reduces and increases in size which results in pallor eyes, mucus and watery discharge, pain in the occipit and head. Among the seven udarthadukkal Cāram, Cennīr and Ūṉ gets affected."
NAC1.8,Kācamuruki,"Redness in cornea, growth in sclera, dicharge from the lower eyelids, associated with headache and t It is characterised by fleshy growth over the sclera, lacrimation, tooth pain and headache. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven udarthadukkal Cāram, Cennīr, Ūṉ, Koẕuppu, Eṉpu and Mūḷai gets af"
NAC1.9,Mālaikkaṇ,"Night blindness It is characterised by impossible to see in relatively low light, insufficient adaptation to darkness, headache, mucus discharge and sensitivity to light. It is explained by increased vali (nagan and koorman), Aẕal( aalosaga Aẕal) and aiyam (tharpagam)."
NAC1.10,Akkaram,"Redness in the eye with itching, sensitivity and water discharge from the eye It is characterised by redness in the eye with itching, sensitivity , headache , yawn, water discharge from the eye. It is explained by increased vali (nagan and koorman), Aẕal ( aalosaga Aẕal). Among the seven udarthadukkal Cāram and Cennīr gets affected"
NAC1.11,Aẕuntiṭum Pirittal,"Stabbing pain in eyes, ulcers around the eye associate with water or purulent discharge, unable to b It is characterised by stabbing pain in eyes, ulcers around the eye associate with water or purulent discharge, unable to blink. It is explained by increased vali (nagan and koorman), Aẕal (aalosaga Aẕal) and aiyam (tharpagam). Among the seven udarthadu"
NAC1.12,Tuṇṇu Veṇ Pukaiccal,"Diminished vision due to growth in the eyes, associated pain in the face. It is characterised by diminished vision due to fleshy growth in the eyes, associated neuralagia in the face, slight itching and depression. It is explained by increased vali ( nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven udarthadukkal Cā"
NAC1.13,Cōrākkaṇ Tuṭippu,"Pain in pupils and eye lids, heaviness in eyelids, loss of sleep, initially asymptomatic It is characterised by throbbing pain in pupils and eye lids, lacrimation, insomnia, heaviness in eyelids, loss of sleep and initially asymptomatic. It is explained by increased vali (nagan and koorman), Aẕal (aalosaga Aẕal) and aiyam (tharpagam). Among"
NAC1.14,Vaḷarnteẕu Rōkam,"Ulcers in the lower eyelids and eyebrows. Growth in the lateral canthus, redness ,painful watery dis It is characterised by ulcers in the lower eyelids and eyebrows, growth is seen in the lateral canthus of the eye which results in grittiness, pain and lacrimation while blinking, diminished vision . It is explained by increased vali (nagan and koorman) a"
NAC1.15,Mataṉa Mantāram,"Dark, hazzy and blurred vision, head ache with discharge from eye causing redness and the symptoms It is characterised by dark,hazzy and blurred vision, headache with mucus discharge from eye causing redness and the symptoms aggravates in due course. It is explained by increased vali (nagan and koorman), Aẕal (aalosaga Aẕal) and aiyam (tharpagam). Amon"
NAC1.16,Cuṭarāti Māmicam,"Greenish discolouration of the pupil, hazziness of vision leading to blindness, fleshy growth with i It is characterised by greenish discolouration of the pupil, hazziness of vision leading to blindness, fleshy growth with irritation and lacrimation and stabbing pain in eyes.It is explained by aggravated vali and aiyam (tharpagam). Among the seven udarth"
NAC1.17,Uyarntu Kaṇ Puṭaittal,"Severe pain with swelling with fleshy growth and water discharge and leads to delirium It is characterised by severe pain and inflammation, fleshy growth with pricking pain, lacrimation and leads to delirium. It is explained by increased vali (nagan and koorman) and aiyam (tharpagam). Among the seven udarthadukkal Cāram, Cennīr, Ūṉ, Koẕup"
NAC1.18,Kumpimai Taṭittal,"Dishcarge from eye, hazziness of vision, purulent discharge, burning sensation of face and body, ave It is characterised by mucus dishcarge from eye, hazziness of vision, continous purulent discharge, burning sensation of face and body, aversion to food and vomiting occurs. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). I"
NAC1.19,Eẕu Ñāyiṟu,"Painful abscess in the eye It is characterised by intolerable pain, inflammatory swelling in the eyes. It is explained by increased Aẕal , vali (nagan and koorman). Among the seven udarthadukkal Cāram, Cennīr and Ūṉ gets affected."
NAC1.20,Piṟavikkuruṭu,"Blindness of infants due to intake of high dose of medicines by the mother It is characterised by congenital blindness, due to intake of high dose of drugs by the mother, malnutrition or poisonous bite to the mother. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven udarthadukkal Cā"
NAC1.21,Varuñcalarōkam,"Increased watery discharge of the eye, sometimes with blackish watery discharge It is characterised by increased lacrimation of the eye, sometimes with blackish lacrimation. It is explained by increased vali (nagan and koorman) and Aẕal (aalosaga Aẕal). Among the seven udarthadukkal Cāram, Cennīr, Ūṉ, Koẕuppu, Eṉpu and Mūḷai gets a"
NB,Imai Nōykaḷ,
NBA,Vaḷi,
NBA1.1,Muṭa Mayir,"Trichiasis It is characterised by inflammed eyelids, pink eyes, distortion of eyelashes which are directed back and rub against cornea , mucus discharge and eylelashes falls down and grows newly. It is explained by increased vali (nagan and koorman) and Aẕal (aalosa"
NBA1.2,Iẕiccakkaṇ,"Seborrheic Keratosis It is characterised by ulceration of eyelid and thick mucosal discharge with severe pain and non healing. It is explained by increased vali (nagan and koorman) and Aẕal ( aalosaga Aẕal). Among the seven udarthadukkal Cāram, Cennīr and Ūṉ gets affected."
